epoch,StartAcc,StopAcc,loss
0,0.11770357936620712,0.10884115099906921,0.26371249556541443
1,0.0746276006102562,0.06861621141433716,0.17712849378585815
2,0.0699036568403244,0.060257211327552795,0.16812293231487274
3,0.0677429586648941,0.05600469186902046,0.1639101505279541
4,0.06526380777359009,0.052342165261507034,0.15904869139194489
5,0.06408297270536423,0.050044842064380646,0.15660393238067627
6,0.06277743726968765,0.04854379594326019,0.15372441709041595
7,0.06200246512889862,0.047312378883361816,0.15231719613075256
8,0.06130460277199745,0.046030979603528976,0.1508753001689911
9,0.060346104204654694,0.044623859226703644,0.14881791174411774
10,0.059491876512765884,0.04361859709024429,0.14708293974399567
11,0.059202712029218674,0.0430840440094471,0.14635050296783447
12,0.05893945321440697,0.04251766949892044,0.14583663642406464
13,0.05806471034884453,0.04136957973241806,0.14391085505485535
14,0.057700470089912415,0.04082107171416283,0.14314155280590057
15,0.05707933008670807,0.03992919251322746,0.14180245995521545
16,0.05661903694272041,0.039293091744184494,0.14087314903736115
17,0.05621189996600151,0.03874112665653229,0.13992050290107727
18,0.056046292185783386,0.038330137729644775,0.13939854502677917
19,0.05547504872083664,0.037656743079423904,0.13815826177597046
20,0.0555567629635334,0.03765179216861725,0.13851448893547058
21,0.05503031238913536,0.03724454343318939,0.13727501034736633
22,0.05491628497838974,0.03689505159854889,0.13720592856407166
23,0.05433361977338791,0.03614475205540657,0.13581523299217224
24,0.05438284948468208,0.03625204414129257,0.1360112428665161
25,0.053946077823638916,0.03554448112845421,0.1350187361240387
26,0.054114487022161484,0.03559884801506996,0.13533002138137817
27,0.053626324981451035,0.035112302750349045,0.13427112996578217
28,0.05334601551294327,0.03460543230175972,0.13364256918430328
29,0.05330469459295273,0.03472897782921791,0.13352230191230774
30,0.05296143889427185,0.034264326095581055,0.13284103572368622
31,0.05271989852190018,0.03391871228814125,0.13233956694602966
32,0.052521493285894394,0.03362787887454033,0.13187763094902039
33,0.05275803804397583,0.033837199211120605,0.13223865628242493
34,0.052561234682798386,0.03371761366724968,0.1318713277578354
35,0.052564531564712524,0.03339264169335365,0.13194651901721954
36,0.05213208496570587,0.03309060260653496,0.1308499425649643
37,0.05167606100440025,0.03276142105460167,0.1299649178981781
38,0.051771290600299835,0.03263343870639801,0.13014106452465057
39,0.05169203132390976,0.032635580748319626,0.13008874654769897
40,0.051602113991975784,0.03228894621133804,0.12971915304660797
41,0.05134080722928047,0.03219795972108841,0.12918727099895477
42,0.05117389187216759,0.032067958265542984,0.12877368927001953
43,0.05092789605259895,0.03175733610987663,0.1281842440366745
44,0.050730880349874496,0.03147169575095177,0.1278163641691208
45,0.0507982112467289,0.03162984549999237,0.12798015773296356
46,0.051185935735702515,0.0316193588078022,0.12880229949951172
47,0.050956886261701584,0.03158039599657059,0.12831759452819824
48,0.05103109031915665,0.03161328658461571,0.12850098311901093
49,0.05059857293963432,0.03126932308077812,0.12746135890483856
50,0.05070735141634941,0.03123357705771923,0.12777221202850342
51,0.0504441037774086,0.031159935519099236,0.1272123008966446
52,0.0500885508954525,0.030873768031597137,0.12633122503757477
53,0.05026942119002342,0.030705846846103668,0.12673327326774597
54,0.050174687057733536,0.030760660767555237,0.12650425732135773
55,0.050232723355293274,0.030744824558496475,0.1267162263393402
56,0.04986434429883957,0.030421320348978043,0.12587475776672363
57,0.05038023367524147,0.030695192515850067,0.12704050540924072
58,0.05001521483063698,0.030489850789308548,0.1262168139219284
59,0.049512479454278946,0.0300508514046669,0.12507477402687073
60,0.04972799867391586,0.030272094532847404,0.1256336122751236
61,0.049948789179325104,0.030195605009794235,0.12610651552677155
62,0.04980669170618057,0.03025500290095806,0.12581397593021393
63,0.049543190747499466,0.029982905834913254,0.12521393597126007
64,0.04927909001708031,0.029701877385377884,0.12451324611902237
65,0.049477528780698776,0.029811177402734756,0.12498416006565094
66,0.04946855455636978,0.02984994277358055,0.12490085512399673
67,0.049703385680913925,0.030031844973564148,0.12554287910461426
68,0.049164120107889175,0.029563123360276222,0.12433592975139618
69,0.04945458099246025,0.02982942759990692,0.124970443546772
70,0.048875272274017334,0.029451468959450722,0.12357889115810394
71,0.0490783154964447,0.029436513781547546,0.1240369975566864
72,0.04937046393752098,0.029569432139396667,0.12467110902070999
73,0.048995696008205414,0.02925802767276764,0.12410101294517517
74,0.04897460713982582,0.02924022264778614,0.12391197681427002
75,0.04886908829212189,0.02919355407357216,0.12373239547014236
76,0.04899546876549721,0.029222674667835236,0.12392312288284302
77,0.04881652817130089,0.029180727899074554,0.12349151819944382
78,0.048592329025268555,0.028938395902514458,0.12310107052326202
79,0.04863271862268448,0.02900676801800728,0.12310716509819031
80,0.048701100051403046,0.028903568163514137,0.12334710359573364
81,0.04865458607673645,0.02880573831498623,0.1232554167509079
82,0.04886830970644951,0.028968924656510353,0.1236129179596901
83,0.048592545092105865,0.028883209452033043,0.12303812801837921
84,0.04843926802277565,0.028711805120110512,0.12267328798770905
85,0.048593439161777496,0.02880997769534588,0.12310187518596649
86,0.04842226207256317,0.028706179931759834,0.12266024947166443
87,0.04858408123254776,0.02875162847340107,0.1229478046298027
88,0.04840930178761482,0.028547851368784904,0.12260651588439941
89,0.04870794340968132,0.028789585456252098,0.12335041165351868
90,0.048431865870952606,0.02877037227153778,0.1225060448050499
91,0.048313409090042114,0.028452351689338684,0.12251976132392883
92,0.048070576041936874,0.028299061581492424,0.12184865772724152
93,0.048464562743902206,0.02867603674530983,0.12279047816991806
94,0.04827573150396347,0.028337620198726654,0.12236463278532028
95,0.04789004847407341,0.028333161026239395,0.12135504931211472
96,0.048039570450782776,0.028307897970080376,0.12170888483524323
97,0.04822399467229843,0.028438325971364975,0.12221334874629974
98,0.048166025429964066,0.028179997578263283,0.12219470739364624
99,0.04829759895801544,0.028365856036543846,0.12239733338356018
100,0.04798256978392601,0.02823544852435589,0.12160488218069077
101,0.04780438542366028,0.02788965217769146,0.12097174674272537
102,0.04828066751360893,0.027987727895379066,0.12177350372076035
103,0.048034586012363434,0.02766849845647812,0.12092042714357376
104,0.0476926751434803,0.027050137519836426,0.1200333833694458
105,0.04784597083926201,0.02715168707072735,0.11993999779224396
106,0.04757513850927353,0.02682618610560894,0.11895006895065308
107,0.04771257936954498,0.026728255674242973,0.11895611137151718
108,0.04756873846054077,0.026334889233112335,0.118252694606781
109,0.047510240226984024,0.026314275339245796,0.11778466403484344
110,0.04770781844854355,0.026202889159321785,0.1179947555065155
111,0.04778948053717613,0.026153791695833206,0.11780062317848206
112,0.04734257236123085,0.02559436671435833,0.11648601293563843
113,0.04755460098385811,0.025654127821326256,0.11633357405662537
114,0.04728538170456886,0.025297582149505615,0.11551808565855026
115,0.04742667078971863,0.024999555200338364,0.11536580324172974
116,0.04757772013545036,0.024937160313129425,0.11538085341453552
117,0.047590430825948715,0.024795714765787125,0.11494424194097519
118,0.04718579351902008,0.02430528961122036,0.11372417211532593
119,0.047587811946868896,0.02427017316222191,0.11408285051584244
120,0.047500185668468475,0.024211755022406578,0.11330176889896393
121,0.047499094158411026,0.023867476731538773,0.11293158680200577
122,0.047332704067230225,0.02357744611799717,0.11210265755653381
