,Game Index,Delta,Target Lives,CNN Lives,CNN Errors,GA Lives,GA Errors
0,50000,5,95,47,83,57,70
1,50001,5,163,72,134,80,111
2,50002,1,152,368,20,364,18
3,50003,2,95,432,20,425,15
4,50004,3,4,4,0,4,0
5,50005,4,131,419,112,422,85
6,50006,1,155,370,16,373,14
7,50007,2,8,110,0,110,0
8,50008,2,139,377,49,380,30
9,50009,1,156,368,25,363,19
10,50010,4,83,433,62,455,45
11,50011,3,119,416,73,422,57
12,50012,1,22,579,0,579,0
13,50013,1,193,326,31,329,29
14,50014,5,43,25,17,39,14
15,50015,3,52,482,17,511,15
16,50016,1,65,487,1,487,1
17,50017,2,156,362,71,353,49
18,50018,1,4,4,0,4,0
19,50019,4,48,467,25,480,18
20,50020,4,155,397,129,397,99
21,50021,1,11,600,0,600,0
22,50022,3,6,6,0,6,0
23,50023,4,40,523,24,499,19
24,50024,2,28,275,6,268,4
25,50025,5,124,71,105,72,80
26,50026,4,122,413,88,433,63
27,50027,4,150,384,127,388,86
28,50028,4,86,465,62,443,49
29,50029,2,93,438,21,435,16
30,50030,2,125,415,42,411,31
31,50031,3,55,488,20,498,17
32,50032,2,121,411,42,417,23
33,50033,3,6,6,0,6,0
34,50034,5,15,0,15,313,8
35,50035,1,172,352,26,350,21
36,50036,4,168,395,124,408,95
37,50037,1,99,434,6,432,5
38,50038,2,141,388,57,381,43
39,50039,3,164,371,114,387,84
40,50040,5,31,152,17,131,15
41,50041,1,35,552,1,552,1
42,50042,1,173,351,17,349,17
43,50043,5,15,15,0,15,0
44,50044,4,89,489,54,475,48
45,50045,4,148,406,131,404,92
46,50046,5,122,61,97,56,86
47,50047,3,134,380,112,375,73
48,50048,2,6,6,0,6,0
49,50049,2,156,362,58,358,44
50,50050,5,11,293,6,308,4
51,50051,3,153,389,117,377,73
52,50052,4,54,466,34,481,26
53,50053,5,156,98,134,77,102
54,50054,5,28,210,6,216,5
55,50055,3,4,4,0,4,0
56,50056,4,133,402,110,422,80
57,50057,5,48,54,27,63,17
58,50058,3,46,493,14,503,9
59,50059,4,86,480,54,462,40
60,50060,5,138,88,117,76,95
61,50061,3,131,390,98,385,69
62,50062,1,73,471,4,471,4
63,50063,5,61,46,47,40,44
64,50064,3,144,376,110,376,75
65,50065,5,120,44,92,57,77
66,50066,5,66,82,43,68,40
67,50067,1,164,349,15,348,14
68,50068,3,79,473,43,474,35
69,50069,3,160,386,96,378,74
70,50070,3,8,8,0,8,0
71,50071,2,37,481,3,475,2
72,50072,3,8,610,1,610,1
73,50073,3,45,555,8,558,6
74,50074,1,168,345,28,338,18
75,50075,1,142,370,16,369,14
76,50076,3,148,382,97,377,74
77,50077,5,39,99,30,115,26
78,50078,5,104,84,76,74,65
79,50079,1,77,469,6,469,6
80,50080,2,11,203,0,203,0
81,50081,4,197,382,171,393,114
82,50082,4,139,411,115,425,87
83,50083,5,129,88,97,79,80
84,50084,2,136,406,52,396,32
85,50085,2,17,171,1,172,0
86,50086,1,183,352,37,354,25
87,50087,2,175,361,86,349,58
88,50088,5,107,44,95,61,69
89,50089,4,36,469,23,525,15
90,50090,5,170,86,128,84,114
91,50091,1,126,379,14,372,9
92,50092,5,126,86,111,73,93
93,50093,5,113,68,98,67,85
94,50094,5,116,52,85,67,75
95,50095,5,139,78,112,78,88
96,50096,5,14,246,6,249,5
97,50097,1,48,525,0,525,0
98,50098,1,49,535,0,535,0
99,50099,2,163,386,61,382,42
100,50100,3,101,420,49,422,32
101,50101,5,106,63,81,67,74
102,50102,3,3,617,0,617,0
103,50103,3,84,438,42,444,31
104,50104,2,110,414,29,412,19
105,50105,1,8,610,0,610,0
106,50106,3,7,7,0,7,0
107,50107,1,143,379,12,377,8
108,50108,4,127,409,104,412,74
109,50109,3,23,576,6,576,6
110,50110,1,174,349,24,348,23
111,50111,2,162,355,72,345,48
112,50112,1,26,577,1,577,1
113,50113,5,6,6,0,6,0
114,50114,2,4,4,0,4,0
115,50115,1,30,561,1,561,1
116,50116,5,44,135,31,117,18
117,50117,4,165,397,141,405,100
118,50118,5,174,88,145,90,125
119,50119,3,113,424,67,418,47
120,50120,2,141,385,47,386,29
121,50121,1,101,428,12,423,8
122,50122,4,88,413,62,443,56
123,50123,4,18,18,0,18,0
124,50124,4,96,420,81,439,58
125,50125,2,25,476,0,476,0
126,50126,2,62,475,5,467,4
127,50127,3,24,580,3,580,3
128,50128,3,158,388,111,383,77
129,50129,4,128,427,105,420,76
130,50130,5,80,35,56,49,46
131,50131,4,140,436,105,433,79
132,50132,3,12,604,4,604,4
133,50133,5,3,495,0,495,0
134,50134,5,74,39,41,41,35
135,50135,1,42,534,3,532,2
136,50136,5,7,368,3,368,3
137,50137,4,176,395,151,382,112
138,50138,4,44,456,23,488,21
139,50139,2,144,386,54,388,38
140,50140,3,139,401,72,394,46
141,50141,5,22,365,10,364,9
142,50142,1,176,341,18,340,14
143,50143,4,40,466,18,502,13
144,50144,4,123,451,99,438,78
145,50145,1,146,364,21,367,18
146,50146,1,124,391,11,391,10
147,50147,1,10,10,0,10,0
148,50148,2,83,451,28,435,20
149,50149,2,61,384,14,384,13
150,50150,4,126,407,101,407,70
151,50151,2,77,485,18,476,17
152,50152,4,93,441,74,450,52
153,50153,3,133,404,88,403,55
154,50154,4,25,496,13,517,12
155,50155,1,29,570,3,570,3
156,50156,2,175,373,70,369,45
157,50157,1,177,334,27,329,24
158,50158,3,103,407,63,408,49
159,50159,4,30,484,15,483,11
160,50160,5,84,41,54,57,43
161,50161,1,79,455,5,452,2
162,50162,4,116,402,90,410,67
163,50163,4,146,418,116,413,88
164,50164,5,84,53,67,57,59
165,50165,1,193,333,31,329,24
166,50166,2,18,165,1,165,1
167,50167,5,149,70,121,82,105
168,50168,1,112,419,11,418,8
169,50169,3,119,428,66,420,48
170,50170,3,156,388,120,395,81
171,50171,1,99,437,7,434,6
172,50172,5,130,64,108,69,82
173,50173,5,133,86,109,72,86
174,50174,1,72,472,2,470,1
175,50175,2,148,371,57,370,48
176,50176,3,6,609,1,609,1
177,50177,5,6,6,0,6,0
178,50178,2,106,416,29,422,20
179,50179,5,4,4,0,4,0
180,50180,4,15,597,1,597,1
181,50181,1,44,514,0,514,0
182,50182,5,12,12,0,12,0
183,50183,4,107,449,75,437,59
184,50184,5,94,66,73,64,69
185,50185,3,30,561,9,561,9
186,50186,4,163,403,142,382,109
187,50187,5,106,45,83,58,69
188,50188,2,90,456,12,454,5
189,50189,4,126,404,109,415,81
190,50190,1,9,602,0,602,0
191,50191,3,94,432,42,436,29
192,50192,4,65,489,51,487,39
193,50193,3,140,379,110,392,66
194,50194,4,143,418,112,413,84
195,50195,4,94,467,59,460,40
196,50196,4,95,417,85,421,62
197,50197,1,4,614,0,614,0
198,50198,1,86,475,2,465,1
199,50199,1,4,4,0,4,0
200,50200,3,171,386,121,378,88
201,50201,3,131,408,83,408,62
202,50202,4,5,617,3,617,3
203,50203,2,156,377,51,378,40
204,50204,3,134,417,99,403,60
205,50205,4,165,417,114,422,93
206,50206,4,151,392,122,395,89
207,50207,2,14,129,0,129,0
208,50208,1,159,343,25,341,18
209,50209,2,131,403,46,389,28
210,50210,4,56,463,33,491,24
211,50211,5,26,150,9,148,8
212,50212,1,155,369,18,361,16
213,50213,1,125,393,15,394,14
214,50214,3,152,403,102,388,66
215,50215,1,9,603,0,603,0
216,50216,3,7,7,0,7,0
217,50217,1,177,339,18,336,17
218,50218,3,56,473,16,474,12
219,50219,1,91,449,7,443,6
220,50220,3,77,458,49,470,34
221,50221,2,132,381,37,375,36
222,50222,3,56,482,17,499,13
223,50223,5,129,60,118,83,89
224,50224,2,58,455,2,455,2
225,50225,2,120,446,24,449,14
226,50226,3,165,379,109,380,86
227,50227,4,154,396,128,391,89
228,50228,4,112,400,97,414,70
229,50229,3,97,433,53,435,35
230,50230,3,142,380,100,387,71
231,50231,2,70,481,5,481,5
232,50232,4,3,3,0,3,0
233,50233,1,157,365,18,365,16
234,50234,4,111,425,78,441,59
235,50235,2,29,512,2,512,2
236,50236,5,87,53,61,56,40
237,50237,1,6,606,0,606,0
238,50238,5,147,77,121,78,93
239,50239,1,95,461,4,452,3
240,50240,4,115,447,103,435,77
241,50241,2,166,366,67,362,42
242,50242,3,105,440,55,443,41
243,50243,2,4,4,0,4,0
244,50244,5,41,66,37,61,26
245,50245,2,38,515,4,515,4
246,50246,5,36,158,30,153,23
247,50247,1,14,601,0,601,0
248,50248,4,66,446,44,466,35
249,50249,1,116,421,9,417,8
250,50250,3,25,531,10,535,7
251,50251,5,164,67,127,76,108
252,50252,1,162,366,20,355,17
253,50253,4,33,489,26,552,19
254,50254,4,49,455,29,487,21
255,50255,5,145,70,115,76,92
256,50256,1,164,367,24,362,19
257,50257,2,4,4,0,4,0
258,50258,4,8,8,0,8,0
259,50259,4,75,448,50,475,37
260,50260,2,110,417,36,416,19
261,50261,5,6,6,0,6,0
262,50262,5,74,75,57,48,45
263,50263,1,117,406,6,406,6
264,50264,1,3,617,0,617,0
265,50265,2,124,412,48,409,36
266,50266,3,106,410,71,411,47
267,50267,1,164,353,29,355,23
268,50268,2,143,374,58,372,37
269,50269,2,53,433,1,433,1
270,50270,4,4,4,0,4,0
271,50271,3,21,529,5,536,4
272,50272,2,4,4,0,4,0
273,50273,1,74,476,8,468,5
274,50274,4,81,447,46,475,32
275,50275,3,90,505,41,486,26
276,50276,2,144,377,64,367,52
277,50277,4,10,10,0,10,0
278,50278,3,13,540,6,540,6
279,50279,5,7,355,3,357,1
280,50280,2,3,3,0,3,0
281,50281,3,127,409,96,403,69
282,50282,2,58,485,12,486,8
283,50283,3,144,370,104,373,72
284,50284,3,141,388,91,399,57
285,50285,1,54,511,4,511,4
286,50286,5,67,80,56,90,30
287,50287,3,68,506,41,483,27
288,50288,2,127,363,62,363,41
289,50289,1,106,413,14,413,9
290,50290,2,138,397,33,396,27
291,50291,5,70,47,42,50,35
292,50292,3,21,21,0,21,0
293,50293,5,117,52,82,55,68
294,50294,5,141,56,108,71,103
295,50295,1,88,469,5,469,5
296,50296,5,38,100,35,110,26
297,50297,4,4,4,0,4,0
298,50298,5,169,71,141,85,116
299,50299,3,160,383,95,375,74
300,50300,1,131,390,17,387,11
301,50301,2,11,155,1,152,1
302,50302,1,35,558,1,558,1
303,50303,1,43,550,0,550,0
304,50304,3,59,489,21,484,18
305,50305,4,4,4,0,4,0
306,50306,1,29,571,0,571,0
307,50307,1,75,490,2,490,2
308,50308,1,167,360,17,354,12
309,50309,2,110,446,36,441,21
310,50310,4,85,482,66,465,53
311,50311,2,94,461,12,459,10
312,50312,5,14,14,0,14,0
313,50313,3,151,388,114,400,84
314,50314,1,24,570,0,570,0
315,50315,4,148,393,123,413,87
316,50316,5,56,51,42,56,37
317,50317,2,42,404,9,407,7
318,50318,2,55,497,9,498,4
319,50319,2,4,4,0,4,0
320,50320,3,91,475,50,463,41
321,50321,5,123,61,102,69,83
322,50322,1,128,391,11,393,9
323,50323,1,151,383,20,382,14
324,50324,4,130,413,99,433,64
325,50325,1,107,412,14,416,9
326,50326,3,135,382,100,388,78
327,50327,4,110,415,88,422,67
328,50328,4,115,459,81,438,66
329,50329,2,6,6,0,6,0
330,50330,3,172,395,105,382,78
331,50331,1,175,356,29,348,22
332,50332,3,136,404,99,398,68
333,50333,1,165,349,21,344,20
334,50334,5,119,56,102,65,79
335,50335,2,181,356,86,346,52
336,50336,2,186,343,75,345,63
337,50337,5,140,56,123,72,103
338,50338,1,116,419,10,415,7
339,50339,1,154,359,20,353,18
340,50340,5,123,68,97,72,67
341,50341,2,155,381,63,373,48
342,50342,4,6,6,0,6,0
343,50343,1,3,617,0,617,0
344,50344,3,145,390,90,388,70
345,50345,3,104,449,66,437,46
346,50346,5,113,56,81,68,72
347,50347,1,183,350,21,349,17
348,50348,5,131,65,119,68,100
349,50349,5,105,56,80,61,67
350,50350,5,49,35,25,41,24
351,50351,1,19,584,1,557,0
352,50352,4,148,411,116,407,88
353,50353,1,49,531,1,514,0
354,50354,3,127,394,86,392,67
355,50355,1,95,441,8,441,5
356,50356,4,87,423,72,457,49
357,50357,2,6,6,0,6,0
358,50358,5,70,53,47,64,42
359,50359,2,165,374,61,371,46
360,50360,2,6,6,0,6,0
361,50361,1,180,336,26,343,22
362,50362,4,152,403,143,392,110
363,50363,3,113,426,69,424,44
364,50364,1,52,530,2,530,2
365,50365,4,178,366,136,382,105
366,50366,2,22,394,0,394,0
367,50367,2,114,422,46,426,34
368,50368,1,144,369,14,370,10
369,50369,5,68,73,62,43,43
370,50370,3,41,495,14,511,7
371,50371,3,4,4,0,4,0
372,50372,4,65,459,38,490,29
373,50373,4,14,577,5,577,5
374,50374,4,138,393,109,411,69
375,50375,1,6,612,0,612,0
376,50376,3,97,454,57,438,43
377,50377,1,4,4,0,4,0
378,50378,3,104,435,61,435,42
379,50379,2,162,368,68,361,43
380,50380,4,105,439,66,437,57
381,50381,4,113,422,90,427,61
382,50382,3,92,457,58,443,49
383,50383,4,73,501,35,493,29
384,50384,5,106,61,83,67,68
385,50385,4,32,554,8,476,7
386,50386,1,163,359,22,359,19
387,50387,1,107,439,13,438,8
388,50388,5,91,46,62,65,52
389,50389,4,3,3,0,3,0
390,50390,4,118,439,110,439,78
391,50391,4,133,409,88,423,60
392,50392,3,33,553,3,553,3
393,50393,1,165,358,30,358,24
394,50394,1,173,347,24,348,17
395,50395,4,154,397,102,415,83
396,50396,5,156,69,132,78,116
397,50397,5,122,54,114,69,83
398,50398,1,115,397,8,394,8
399,50399,3,170,349,140,365,105
400,50400,5,169,102,155,76,123
401,50401,5,106,51,86,64,62
402,50402,3,9,605,1,605,1
403,50403,2,3,3,0,3,0
404,50404,3,36,493,9,487,9
405,50405,1,81,472,3,472,3
406,50406,1,69,489,4,478,2
407,50407,2,20,20,0,20,0
408,50408,1,54,511,0,511,0
409,50409,1,155,355,21,358,17
410,50410,5,156,77,123,84,92
411,50411,2,126,398,41,403,27
412,50412,4,101,452,79,437,53
413,50413,5,54,53,36,56,26
414,50414,1,4,4,0,4,0
415,50415,1,132,376,11,374,10
416,50416,3,45,547,19,528,16
417,50417,4,139,436,107,412,84
418,50418,2,151,356,91,357,55
419,50419,3,160,386,116,373,77
420,50420,4,78,427,61,457,49
421,50421,4,123,395,107,403,77
422,50422,5,148,68,128,74,110
423,50423,4,112,476,83,450,70
424,50424,1,45,515,1,515,1
425,50425,2,161,367,59,360,38
426,50426,2,109,427,28,424,24
427,50427,4,57,470,28,497,22
428,50428,5,130,87,109,71,77
429,50429,5,132,71,108,74,92
430,50430,1,3,617,0,617,0
431,50431,2,153,373,55,371,36
432,50432,3,68,473,25,503,22
433,50433,3,135,412,75,413,56
434,50434,1,143,375,12,372,10
435,50435,4,6,6,0,6,0
436,50436,5,157,71,123,80,98
437,50437,4,111,429,96,424,69
438,50438,5,4,4,0,4,0
439,50439,5,72,39,46,41,40
440,50440,4,18,596,4,596,4
441,50441,4,135,430,114,426,82
442,50442,5,101,56,79,64,63
443,50443,5,12,12,0,12,0
444,50444,2,108,412,37,408,23
445,50445,5,16,16,2,16,2
446,50446,5,23,354,20,360,11
447,50447,2,145,393,54,394,40
448,50448,5,148,77,111,76,107
449,50449,4,136,418,117,413,90
450,50450,3,4,4,0,4,0
451,50451,2,151,369,58,364,46
452,50452,4,148,401,130,402,80
453,50453,2,106,436,34,430,27
454,50454,3,166,381,140,374,90
455,50455,1,25,571,0,571,0
456,50456,5,156,64,127,84,104
457,50457,4,155,396,134,409,97
458,50458,3,161,372,126,373,79
459,50459,4,133,395,103,400,73
460,50460,4,107,412,87,432,54
461,50461,4,53,502,35,506,32
462,50462,3,148,408,107,392,73
463,50463,4,67,449,51,466,36
464,50464,3,128,425,103,414,69
465,50465,4,14,501,10,537,4
466,50466,3,34,566,5,547,4
467,50467,4,89,430,56,429,39
468,50468,4,87,477,70,466,55
469,50469,3,72,496,44,481,28
470,50470,3,53,482,34,489,23
471,50471,5,56,127,36,130,14
472,50472,5,14,431,6,431,6
473,50473,1,193,339,33,338,30
474,50474,1,8,604,0,604,0
475,50475,4,171,393,160,394,109
476,50476,1,48,534,0,534,0
477,50477,3,165,375,113,371,75
478,50478,2,6,6,0,6,0
479,50479,5,17,279,3,270,2
480,50480,1,101,424,8,421,4
481,50481,2,200,338,93,337,62
482,50482,3,136,397,94,401,58
483,50483,2,123,403,38,399,27
484,50484,2,4,4,0,4,0
485,50485,4,116,431,92,440,70
486,50486,4,185,393,135,397,110
487,50487,5,12,207,6,14,4
488,50488,3,134,398,83,395,63
489,50489,2,32,346,4,346,4
490,50490,3,142,393,100,407,63
491,50491,4,46,457,25,495,22
492,50492,5,94,48,55,48,50
493,50493,1,159,363,18,361,16
494,50494,5,99,47,74,51,62
495,50495,4,65,452,40,463,30
496,50496,1,14,599,0,599,0
497,50497,1,7,608,0,608,0
498,50498,4,60,516,37,484,22
499,50499,2,31,316,2,316,2
500,50500,1,153,378,17,375,12
501,50501,1,151,374,16,373,11
502,50502,2,122,395,38,404,24
503,50503,1,140,395,16,396,9
504,50504,1,56,485,2,485,2
505,50505,1,38,559,0,559,0
506,50506,4,164,413,131,399,94
507,50507,3,175,370,95,377,63
508,50508,3,146,412,74,412,57
509,50509,4,97,427,74,436,53
510,50510,4,45,475,25,517,21
511,50511,5,37,92,14,116,12
512,50512,1,157,356,15,353,13
513,50513,5,128,63,95,66,72
514,50514,4,114,435,98,435,63
515,50515,5,12,386,9,386,9
516,50516,2,138,392,58,391,35
517,50517,3,35,504,9,519,7
518,50518,3,169,384,123,372,94
519,50519,2,120,401,42,407,30
520,50520,4,105,459,75,450,61
521,50521,4,15,494,7,494,7
522,50522,5,106,52,84,59,75
523,50523,2,8,214,0,214,0
524,50524,2,140,397,56,394,40
525,50525,2,16,196,0,196,0
526,50526,3,139,385,96,385,70
527,50527,1,67,458,1,458,1
528,50528,2,139,369,58,365,43
529,50529,2,125,395,40,386,21
530,50530,3,143,395,92,389,59
531,50531,2,140,375,51,378,28
532,50532,5,48,34,25,44,24
533,50533,4,164,385,124,383,105
534,50534,3,48,495,23,513,14
535,50535,2,46,427,7,427,7
536,50536,5,49,122,36,140,22
537,50537,4,138,396,120,421,86
538,50538,3,90,449,49,451,30
539,50539,4,164,410,138,402,112
540,50540,3,70,463,42,494,34
541,50541,3,117,416,65,408,55
542,50542,4,145,394,111,420,90
543,50543,2,7,7,0,7,0
544,50544,3,7,610,0,610,0
545,50545,3,23,515,5,515,4
546,50546,3,54,496,16,506,13
547,50547,1,39,540,2,522,1
548,50548,5,104,47,89,52,66
549,50549,4,6,6,0,6,0
550,50550,3,167,386,125,374,74
551,50551,5,37,68,18,66,13
552,50552,5,145,59,116,76,90
553,50553,1,147,360,17,355,13
554,50554,5,144,59,116,75,87
555,50555,5,127,52,97,59,82
556,50556,2,66,409,23,406,10
557,50557,1,11,11,0,11,0
558,50558,1,88,471,8,458,7
559,50559,3,3,617,0,617,0
560,50560,2,134,369,50,363,33
561,50561,4,6,6,0,6,0
562,50562,5,166,91,140,90,119
563,50563,4,96,455,69,453,54
564,50564,2,158,349,82,338,51
565,50565,5,140,56,104,70,80
566,50566,3,84,473,42,455,30
567,50567,2,10,10,0,10,0
568,50568,3,139,420,101,398,68
569,50569,3,103,451,48,448,37
570,50570,4,44,471,17,497,15
571,50571,4,67,503,46,485,37
572,50572,2,128,390,42,384,30
573,50573,4,129,437,108,424,85
574,50574,2,10,10,0,10,0
575,50575,5,130,63,106,69,84
576,50576,5,119,68,96,73,72
577,50577,2,95,444,28,451,13
578,50578,5,134,68,104,74,96
579,50579,5,101,48,75,53,64
580,50580,4,50,454,29,502,22
581,50581,4,14,14,0,14,0
582,50582,1,14,594,0,594,0
583,50583,2,147,403,63,394,38
584,50584,1,147,382,14,380,10
585,50585,2,177,359,65,351,50
586,50586,3,151,401,111,394,77
587,50587,2,65,489,8,486,6
588,50588,4,128,442,111,423,76
589,50589,1,107,411,8,409,8
590,50590,4,25,491,14,513,10
591,50591,3,155,381,113,380,67
592,50592,3,129,405,84,395,63
593,50593,2,99,456,24,456,15
594,50594,4,68,466,49,480,31
595,50595,4,104,429,82,425,60
596,50596,3,136,398,91,394,62
597,50597,2,108,428,28,424,21
598,50598,3,84,449,44,446,28
599,50599,3,30,561,8,561,8
600,50600,1,135,384,7,381,6
601,50601,3,44,480,20,493,12
602,50602,4,33,561,23,471,18
603,50603,5,5,5,0,5,0
604,50604,4,168,404,132,394,104
605,50605,2,29,388,5,390,5
606,50606,5,3,0,3,486,2
607,50607,4,110,413,90,408,66
608,50608,5,81,40,59,54,46
609,50609,1,98,430,7,424,6
610,50610,4,15,504,11,577,7
611,50611,3,129,405,93,408,69
612,50612,3,156,376,113,383,76
613,50613,1,87,455,7,451,6
614,50614,4,4,4,0,4,0
615,50615,1,77,484,5,478,4
616,50616,3,3,617,0,617,0
617,50617,2,78,464,20,470,14
618,50618,4,140,423,113,413,93
619,50619,2,57,484,15,474,13
620,50620,2,175,370,65,368,41
621,50621,2,167,350,80,348,51
622,50622,2,88,442,24,436,10
623,50623,2,69,468,14,465,10
624,50624,5,110,58,84,71,75
625,50625,5,24,114,11,121,8
626,50626,4,161,384,145,405,103
627,50627,3,6,6,0,6,0
628,50628,5,80,56,67,47,57
629,50629,3,6,6,0,6,0
630,50630,1,4,4,0,4,0
631,50631,2,149,369,56,364,37
632,50632,2,13,130,0,130,0
633,50633,5,38,97,22,124,15
634,50634,3,133,399,94,417,68
635,50635,3,20,587,0,587,0
636,50636,2,67,422,23,420,14
637,50637,2,132,376,38,375,25
638,50638,1,160,369,15,367,14
639,50639,4,168,391,142,392,100
640,50640,4,124,420,100,440,71
641,50641,2,122,401,46,392,28
642,50642,4,130,405,109,403,73
643,50643,3,3,617,0,617,0
644,50644,3,6,6,0,6,0
645,50645,2,45,349,11,342,7
646,50646,1,22,577,0,577,0
647,50647,3,2,617,1,617,1
648,50648,3,18,592,3,592,3
649,50649,2,3,3,0,3,0
650,50650,3,36,515,4,499,2
651,50651,3,122,403,77,392,57
652,50652,4,6,6,0,6,0
653,50653,3,91,457,38,456,33
654,50654,1,5,612,0,612,0
655,50655,1,46,532,0,532,0
656,50656,1,106,415,6,415,5
657,50657,3,22,583,2,583,2
658,50658,2,82,448,11,442,8
659,50659,2,91,436,23,429,18
660,50660,3,116,422,62,427,41
661,50661,5,113,55,98,57,81
662,50662,3,58,483,27,483,18
663,50663,3,13,13,0,13,0
664,50664,3,4,4,0,4,0
665,50665,3,63,474,18,488,13
666,50666,2,3,3,0,3,0
667,50667,3,108,441,61,439,43
668,50668,4,10,10,0,10,0
669,50669,3,114,414,80,425,59
670,50670,3,29,564,6,564,6
671,50671,5,60,102,44,91,35
672,50672,1,24,563,0,563,0
673,50673,3,13,594,2,594,2
674,50674,2,128,379,68,383,47
675,50675,3,6,6,0,6,0
676,50676,5,98,49,80,60,54
677,50677,1,38,534,1,534,1
678,50678,5,121,44,97,61,89
679,50679,5,14,429,6,429,6
680,50680,5,4,4,0,4,0
681,50681,1,58,511,1,511,1
682,50682,5,103,69,86,70,69
683,50683,1,155,372,20,362,12
684,50684,2,18,374,1,374,1
685,50685,5,140,59,114,69,98
686,50686,1,3,617,0,617,0
687,50687,3,25,581,6,547,3
688,50688,5,30,51,18,70,16
689,50689,1,84,434,3,434,3
690,50690,5,25,148,13,142,8
691,50691,3,121,431,77,436,48
692,50692,2,87,425,29,423,18
693,50693,3,39,536,8,536,8
694,50694,2,132,371,50,369,36
695,50695,1,84,458,0,458,0
696,50696,3,40,488,5,520,5
697,50697,1,162,362,23,361,22
698,50698,4,110,413,82,433,62
699,50699,2,55,410,5,410,5
700,50700,4,60,509,36,480,32
701,50701,1,3,615,0,615,0
702,50702,4,116,427,89,439,72
703,50703,2,131,403,47,382,31
704,50704,5,16,279,14,275,7
705,50705,3,126,424,72,433,50
706,50706,4,137,387,130,406,98
707,50707,3,14,596,2,592,0
708,50708,4,153,398,137,389,93
709,50709,5,111,59,97,63,79
710,50710,4,114,449,96,429,72
711,50711,1,162,364,23,365,18
712,50712,4,73,506,43,487,32
713,50713,5,83,45,66,54,56
714,50714,3,167,370,130,371,91
715,50715,5,86,42,55,52,51
716,50716,3,52,483,13,490,7
717,50717,3,98,465,40,449,28
718,50718,4,3,3,0,3,0
719,50719,1,116,419,8,418,7
720,50720,4,155,422,129,403,91
721,50721,5,29,321,21,325,16
722,50722,3,24,576,5,576,5
723,50723,3,154,404,116,391,77
724,50724,3,133,390,92,394,61
725,50725,3,35,510,10,494,7
726,50726,5,4,4,0,4,0
727,50727,4,114,409,106,401,73
728,50728,1,139,382,12,380,10
729,50729,1,166,347,24,344,20
730,50730,1,6,609,0,609,0
731,50731,1,31,551,0,551,0
732,50732,1,103,413,2,412,1
733,50733,4,132,439,96,426,75
734,50734,1,3,617,0,617,0
735,50735,4,184,374,162,379,123
736,50736,2,135,390,65,394,40
737,50737,5,174,63,138,81,114
738,50738,4,124,435,102,409,74
739,50739,1,71,471,2,471,2
740,50740,2,94,457,16,460,12
741,50741,5,49,46,25,36,15
742,50742,4,23,558,9,555,6
743,50743,2,165,372,74,365,49
744,50744,1,140,395,16,391,15
745,50745,1,4,4,0,4,0
746,50746,2,108,408,32,406,25
747,50747,5,100,47,85,66,70
748,50748,1,33,557,0,557,0
749,50749,4,113,423,78,432,57
750,50750,1,44,547,1,547,1
751,50751,4,92,469,67,445,56
752,50752,2,94,448,29,447,19
753,50753,4,122,448,104,424,79
754,50754,1,23,570,0,570,0
755,50755,5,104,66,78,74,53
756,50756,3,164,384,106,387,87
757,50757,4,118,415,98,418,73
758,50758,1,166,341,27,337,25
759,50759,4,110,416,87,429,54
760,50760,1,139,367,12,367,12
761,50761,2,6,6,0,6,0
762,50762,5,113,72,81,66,62
763,50763,3,114,423,72,431,49
764,50764,5,127,59,96,65,74
765,50765,3,150,387,109,395,67
766,50766,4,156,411,127,402,103
767,50767,1,138,371,17,367,14
768,50768,5,132,86,115,78,98
769,50769,3,184,375,135,385,86
770,50770,2,156,359,70,361,51
771,50771,5,167,70,133,83,107
772,50772,1,124,409,13,406,10
773,50773,4,103,452,94,442,71
774,50774,4,118,408,95,419,71
775,50775,5,122,54,100,63,79
776,50776,1,134,373,16,371,14
777,50777,1,3,617,0,617,0
778,50778,5,128,81,93,63,90
779,50779,2,139,411,41,398,30
780,50780,3,165,379,115,375,71
781,50781,4,134,395,119,408,84
782,50782,5,117,59,91,61,81
783,50783,2,166,361,73,358,56
784,50784,4,5,617,3,617,3
785,50785,3,54,470,23,498,19
786,50786,1,29,564,0,564,0
787,50787,2,4,4,0,4,0
788,50788,4,95,428,58,456,45
789,50789,4,4,4,0,4,0
790,50790,5,50,29,31,40,27
791,50791,3,128,394,84,390,60
792,50792,4,102,454,76,442,60
793,50793,1,92,459,8,456,7
794,50794,5,103,53,76,67,68
795,50795,4,58,466,28,476,20
796,50796,2,90,454,21,454,11
797,50797,2,92,448,27,441,12
798,50798,2,152,346,71,352,45
799,50799,4,69,443,17,460,11
800,50800,5,177,70,145,86,111
801,50801,3,69,493,40,470,23
802,50802,1,127,403,7,403,7
803,50803,3,31,511,8,511,8
804,50804,2,58,473,11,468,9
805,50805,2,97,433,35,434,24
806,50806,5,163,88,126,82,92
807,50807,1,66,495,2,487,1
808,50808,4,16,598,2,598,2
809,50809,3,11,11,0,11,0
810,50810,1,143,371,11,369,10
811,50811,1,155,358,19,358,16
812,50812,2,154,381,50,370,41
813,50813,2,151,365,58,362,40
814,50814,5,27,200,13,198,8
815,50815,1,3,617,0,617,0
816,50816,4,65,446,33,481,25
817,50817,2,176,360,62,351,48
818,50818,2,16,369,0,369,0
819,50819,4,152,403,134,397,99
820,50820,5,169,65,139,80,98
