,Game Index,Delta,Target Lives,CNN Lives,CNN Errors,GA Lives,GA Errors
0,50000,5,95,68,100,55,69
1,50001,5,163,88,152,76,105
2,50002,1,152,363,21,364,18
3,50003,2,95,428,23,427,13
4,50004,3,4,574,4,4,0
5,50005,4,131,409,130,445,86
6,50006,1,155,369,20,371,13
7,50007,2,8,102,0,110,0
8,50008,2,139,383,69,382,33
9,50009,1,156,364,30,366,20
10,50010,4,83,449,78,470,49
11,50011,3,119,424,91,422,59
12,50012,1,22,570,0,579,0
13,50013,1,193,322,39,327,27
14,50014,5,43,49,40,41,16
15,50015,3,52,511,19,505,15
16,50016,1,65,487,2,479,1
17,50017,2,156,352,79,358,46
18,50018,1,4,570,0,4,0
19,50019,4,48,504,34,537,18
20,50020,4,155,378,152,413,100
21,50021,1,11,574,1,600,0
22,50022,3,6,574,3,6,0
23,50023,4,40,512,24,503,21
24,50024,2,28,272,7,272,2
25,50025,5,124,78,125,73,79
26,50026,4,122,421,99,439,64
27,50027,4,150,385,147,409,93
28,50028,4,86,440,87,460,50
29,50029,2,93,441,26,434,16
30,50030,2,125,405,51,410,33
31,50031,3,55,519,23,502,12
32,50032,2,121,417,50,420,21
33,50033,3,6,574,0,6,0
34,50034,5,15,298,37,309,8
35,50035,1,172,349,30,351,22
36,50036,4,168,403,138,417,97
37,50037,1,99,433,7,435,5
38,50038,2,141,382,68,385,40
39,50039,3,164,375,141,387,85
40,50040,5,31,136,27,126,15
41,50041,1,35,547,1,552,1
42,50042,1,173,352,18,351,17
43,50043,5,15,222,3,15,0
44,50044,4,89,464,68,483,42
45,50045,4,148,383,163,410,93
46,50046,5,122,70,107,61,79
47,50047,3,134,381,127,393,78
48,50048,2,6,106,0,6,0
49,50049,2,156,365,61,365,47
50,50050,5,11,300,14,301,3
51,50051,3,153,371,134,397,84
52,50052,4,54,506,37,518,32
53,50053,5,156,86,152,73,103
54,50054,5,28,202,13,200,5
55,50055,3,4,574,4,4,0
56,50056,4,133,403,134,440,85
57,50057,5,48,62,28,56,7
58,50058,3,46,535,17,511,8
59,50059,4,86,467,65,472,40
60,50060,5,138,86,129,71,97
61,50061,3,131,376,106,384,69
62,50062,1,73,473,5,465,4
63,50063,5,61,49,55,48,44
64,50064,3,144,371,114,384,70
65,50065,5,120,65,100,57,74
66,50066,5,66,76,43,73,40
67,50067,1,164,346,17,349,15
68,50068,3,79,477,44,476,36
69,50069,3,160,374,103,379,74
70,50070,3,8,574,0,8,0
71,50071,2,37,480,3,481,3
72,50072,3,8,574,1,610,1
73,50073,3,45,541,8,554,6
74,50074,1,168,342,28,344,27
75,50075,1,142,370,16,362,14
76,50076,3,148,376,102,380,73
77,50077,5,39,86,42,76,25
78,50078,5,104,68,84,65,65
79,50079,1,77,465,8,462,5
80,50080,2,11,201,0,203,0
81,50081,4,197,387,209,409,124
82,50082,4,139,411,128,434,82
83,50083,5,129,86,134,73,80
84,50084,2,136,396,59,398,31
85,50085,2,17,173,2,172,0
86,50086,1,183,354,40,353,26
87,50087,2,175,344,92,355,67
88,50088,5,107,66,112,56,65
89,50089,4,36,541,42,559,19
90,50090,5,170,85,128,88,108
91,50091,1,126,376,17,372,8
92,50092,5,126,74,127,61,94
93,50093,5,113,76,121,64,82
94,50094,5,116,73,102,59,81
95,50095,5,139,81,126,73,89
96,50096,5,14,235,26,232,5
97,50097,1,48,519,0,525,0
98,50098,1,49,528,0,535,0
99,50099,2,163,378,68,385,42
100,50100,3,101,425,52,423,34
101,50101,5,106,80,112,68,68
102,50102,3,3,574,10,617,0
103,50103,3,84,455,54,450,32
104,50104,2,110,415,34,411,18
105,50105,1,8,574,5,610,0
106,50106,3,7,574,0,7,0
107,50107,1,143,374,15,377,8
108,50108,4,127,403,115,423,77
109,50109,3,23,570,6,576,6
110,50110,1,174,348,24,348,23
111,50111,2,162,353,77,350,49
112,50112,1,26,574,1,577,1
113,50113,5,6,457,0,6,0
114,50114,2,4,88,0,4,0
115,50115,1,30,557,1,561,1
116,50116,5,44,125,34,125,15
117,50117,4,165,390,147,417,113
118,50118,5,174,84,151,74,123
119,50119,3,113,412,76,420,49
120,50120,2,141,383,48,388,30
121,50121,1,101,429,15,426,8
122,50122,4,88,429,81,464,53
123,50123,4,18,566,20,18,0
124,50124,4,96,423,103,461,55
125,50125,2,25,466,0,476,0
126,50126,2,62,474,13,473,4
127,50127,3,24,568,7,580,3
128,50128,3,158,381,115,388,70
129,50129,4,128,403,117,424,79
130,50130,5,80,58,72,44,44
131,50131,4,140,414,136,431,77
132,50132,3,12,574,7,604,4
133,50133,5,3,493,8,485,0
134,50134,5,74,49,45,43,30
135,50135,1,42,544,5,535,1
136,50136,5,7,362,3,368,3
137,50137,4,176,374,169,398,111
138,50138,4,44,517,25,533,19
139,50139,2,144,387,55,386,36
140,50140,3,139,400,75,399,50
141,50141,5,22,357,26,360,7
142,50142,1,176,338,19,338,15
143,50143,4,40,523,21,481,13
144,50144,4,123,427,110,451,68
145,50145,1,146,368,23,369,14
146,50146,1,124,395,14,394,8
147,50147,1,10,574,4,10,0
148,50148,2,83,441,32,443,19
149,50149,2,61,394,17,384,13
150,50150,4,126,414,114,438,84
151,50151,2,77,477,21,483,16
152,50152,4,93,456,86,468,50
153,50153,3,133,407,101,403,55
154,50154,4,25,568,25,572,13
155,50155,1,29,568,3,570,3
156,50156,2,175,365,72,370,48
157,50157,1,177,334,27,333,23
158,50158,3,103,409,65,404,45
159,50159,4,30,546,22,574,12
160,50160,5,84,55,68,45,49
161,50161,1,79,459,8,450,2
162,50162,4,116,401,122,423,64
163,50163,4,146,414,121,414,88
164,50164,5,84,60,75,55,51
165,50165,1,193,330,35,331,25
166,50166,2,18,161,1,165,1
167,50167,5,149,91,133,79,100
168,50168,1,112,416,14,415,10
169,50169,3,119,407,77,422,48
170,50170,3,156,383,129,398,79
171,50171,1,99,439,9,435,6
172,50172,5,130,73,109,70,75
173,50173,5,133,80,127,69,84
174,50174,1,72,473,3,470,1
175,50175,2,148,375,59,370,50
176,50176,3,6,574,1,609,1
177,50177,5,6,457,0,6,0
178,50178,2,106,427,40,422,21
179,50179,5,4,489,3,4,0
180,50180,4,15,574,1,597,1
181,50181,1,44,529,1,532,0
182,50182,5,12,320,3,12,0
183,50183,4,107,424,107,451,60
184,50184,5,94,68,79,66,65
185,50185,3,30,547,11,561,9
186,50186,4,163,378,163,401,103
187,50187,5,106,67,113,56,68
188,50188,2,90,455,13,454,5
189,50189,4,126,406,141,427,86
190,50190,1,9,574,3,602,0
191,50191,3,94,439,56,440,25
192,50192,4,65,485,51,483,35
193,50193,3,140,390,115,404,70
194,50194,4,143,405,119,422,88
195,50195,4,94,444,69,462,41
196,50196,4,95,417,109,452,62
197,50197,1,4,574,9,614,0
198,50198,1,86,470,3,463,1
199,50199,1,4,570,0,4,0
200,50200,3,171,373,123,375,71
201,50201,3,131,412,92,408,64
202,50202,4,5,574,12,617,3
203,50203,2,156,374,54,377,41
204,50204,3,134,405,104,404,64
205,50205,4,165,407,133,427,91
206,50206,4,151,390,122,396,87
207,50207,2,14,127,0,129,0
208,50208,1,159,342,26,347,20
209,50209,2,131,395,54,396,28
210,50210,4,56,497,43,527,28
211,50211,5,26,139,17,150,9
212,50212,1,155,360,19,366,16
213,50213,1,125,391,16,392,14
214,50214,3,152,381,115,390,66
215,50215,1,9,574,4,603,0
216,50216,3,7,574,3,7,0
217,50217,1,177,336,18,336,17
218,50218,3,56,518,20,509,13
219,50219,1,91,443,7,449,7
220,50220,3,77,478,62,484,39
221,50221,2,132,379,37,376,36
222,50222,3,56,504,28,499,13
223,50223,5,129,81,137,62,94
224,50224,2,58,458,3,455,2
225,50225,2,120,450,30,446,14
226,50226,3,165,372,127,384,92
227,50227,4,154,380,134,389,85
228,50228,4,112,418,115,452,70
229,50229,3,97,442,61,447,35
230,50230,3,142,383,102,390,66
231,50231,2,70,484,6,481,5
232,50232,4,3,574,8,3,0
233,50233,1,157,365,18,364,14
234,50234,4,111,429,97,440,55
235,50235,2,29,520,3,512,2
236,50236,5,87,57,67,58,42
237,50237,1,6,574,1,606,0
238,50238,5,147,87,135,65,98
239,50239,1,95,462,5,461,4
240,50240,4,115,427,124,447,77
241,50241,2,166,364,70,366,43
242,50242,3,105,452,64,452,39
243,50243,2,4,88,0,4,0
244,50244,5,41,69,42,67,22
245,50245,2,38,512,4,515,4
246,50246,5,36,148,31,147,22
247,50247,1,14,574,1,601,0
248,50248,4,66,484,48,503,39
249,50249,1,116,418,9,415,8
250,50250,3,25,574,19,561,10
251,50251,5,164,85,179,69,115
252,50252,1,162,357,22,361,17
253,50253,4,33,555,27,557,16
254,50254,4,49,498,42,502,22
255,50255,5,145,84,142,71,96
256,50256,1,164,355,26,358,19
257,50257,2,4,88,0,4,0
258,50258,4,8,574,0,8,0
259,50259,4,75,468,61,483,35
260,50260,2,110,415,44,417,19
261,50261,5,6,458,3,6,0
262,50262,5,74,49,64,53,43
263,50263,1,117,406,8,408,6
264,50264,1,3,572,18,617,0
265,50265,2,124,410,50,407,35
266,50266,3,106,405,91,406,43
267,50267,1,164,355,30,354,24
268,50268,2,143,369,65,381,35
269,50269,2,53,430,1,433,1
270,50270,4,4,574,0,4,0
271,50271,3,21,574,8,560,7
272,50272,2,4,88,0,4,0
273,50273,1,74,483,9,476,5
274,50274,4,81,476,60,474,31
275,50275,3,90,490,51,482,26
276,50276,2,144,368,73,367,41
277,50277,4,10,574,0,10,0
278,50278,3,13,574,11,571,6
279,50279,5,7,349,6,349,3
280,50280,2,3,87,0,3,0
281,50281,3,127,397,111,407,67
282,50282,2,58,491,13,487,7
283,50283,3,144,371,106,372,67
284,50284,3,141,390,111,401,63
285,50285,1,54,507,4,511,4
286,50286,5,67,91,60,78,26
287,50287,3,68,496,57,494,31
288,50288,2,127,364,65,371,40
289,50289,1,106,412,17,412,8
290,50290,2,138,399,35,400,27
291,50291,5,70,51,52,47,29
292,50292,3,21,574,0,21,0
293,50293,5,117,64,103,55,69
294,50294,5,141,77,136,70,92
295,50295,1,88,466,5,469,5
296,50296,5,38,106,44,96,29
297,50297,4,4,574,0,4,0
298,50298,5,169,91,149,83,113
299,50299,3,160,369,108,380,70
300,50300,1,131,386,20,389,12
301,50301,2,11,152,4,153,1
302,50302,1,35,555,1,558,1
303,50303,1,43,544,0,550,0
304,50304,3,59,507,24,493,16
305,50305,4,4,574,0,4,0
306,50306,1,29,566,0,571,0
307,50307,1,75,491,5,486,2
308,50308,1,167,355,17,351,13
309,50309,2,110,446,41,444,21
310,50310,4,85,457,85,471,48
311,50311,2,94,465,16,461,10
312,50312,5,14,295,0,14,0
313,50313,3,151,388,126,406,75
314,50314,1,24,567,0,570,0
315,50315,4,148,396,136,424,97
316,50316,5,56,69,77,50,35
317,50317,2,42,409,10,410,7
318,50318,2,55,505,11,491,4
319,50319,2,4,88,0,4,0
320,50320,3,91,456,64,463,40
321,50321,5,123,84,128,68,83
322,50322,1,128,390,13,392,9
323,50323,1,151,384,22,381,16
324,50324,4,130,430,115,436,66
325,50325,1,107,413,15,415,8
326,50326,3,135,381,110,397,72
327,50327,4,110,419,110,452,64
328,50328,4,115,436,96,445,65
329,50329,2,6,106,0,6,0
330,50330,3,172,381,111,381,80
331,50331,1,175,347,31,349,21
332,50332,3,136,387,103,406,65
333,50333,1,165,345,21,346,20
334,50334,5,119,74,122,63,83
335,50335,2,181,358,95,350,55
336,50336,2,186,354,87,349,62
337,50337,5,140,80,137,73,101
338,50338,1,116,418,10,415,7
339,50339,1,154,354,20,351,17
340,50340,5,123,74,100,69,66
341,50341,2,155,374,70,371,48
342,50342,4,6,574,7,6,0
343,50343,1,3,572,15,617,0
344,50344,3,145,395,114,403,71
345,50345,3,104,435,76,440,49
346,50346,5,113,75,102,63,73
347,50347,1,183,347,23,349,16
348,50348,5,131,78,132,67,101
349,50349,5,105,63,90,65,56
350,50350,5,49,49,31,44,20
351,50351,1,19,574,1,570,0
352,50352,4,148,406,134,415,92
353,50353,1,49,524,1,531,1
354,50354,3,127,401,93,389,55
355,50355,1,95,441,10,441,4
356,50356,4,87,451,79,467,46
357,50357,2,6,106,0,6,0
358,50358,5,70,50,47,51,38
359,50359,2,165,370,64,367,45
360,50360,2,6,104,0,6,0
361,50361,1,180,341,28,335,23
362,50362,4,152,378,169,403,103
363,50363,3,113,433,81,438,44
364,50364,1,52,527,2,530,2
365,50365,4,178,374,167,404,115
366,50366,2,22,385,0,394,0
367,50367,2,114,425,50,427,31
368,50368,1,144,374,15,370,10
369,50369,5,68,50,79,47,40
370,50370,3,41,526,16,516,8
371,50371,3,4,574,4,4,0
372,50372,4,65,483,42,489,30
373,50373,4,14,569,5,577,5
374,50374,4,138,403,127,424,75
375,50375,1,6,574,5,612,0
376,50376,3,97,430,72,436,41
377,50377,1,4,572,3,4,0
378,50378,3,104,443,71,440,37
379,50379,2,162,374,71,364,44
380,50380,4,105,426,78,434,55
381,50381,4,113,428,114,446,63
382,50382,3,92,432,72,454,50
383,50383,4,73,483,50,504,31
384,50384,5,106,70,101,66,65
385,50385,4,32,547,25,554,8
386,50386,1,163,359,22,358,20
387,50387,1,107,434,16,435,9
388,50388,5,91,58,66,59,50
389,50389,4,3,574,11,3,0
390,50390,4,118,420,131,442,74
391,50391,4,133,412,117,433,63
392,50392,3,33,549,3,553,3
393,50393,1,165,355,30,358,21
394,50394,1,173,347,24,348,18
395,50395,4,154,405,125,422,74
396,50396,5,156,90,155,77,113
397,50397,5,122,78,134,69,82
398,50398,1,115,395,10,394,7
399,50399,3,170,363,143,356,104
400,50400,5,169,95,175,80,123
401,50401,5,106,70,109,57,67
402,50402,3,9,574,1,605,1
403,50403,2,3,85,0,3,0
404,50404,3,36,534,16,538,9
405,50405,1,81,470,3,472,3
406,50406,1,69,486,6,472,1
407,50407,2,20,410,0,20,0
408,50408,1,54,522,1,511,0
409,50409,1,155,352,24,353,17
410,50410,5,156,89,139,78,96
411,50411,2,126,401,44,402,23
412,50412,4,101,441,84,461,56
413,50413,5,54,64,49,54,26
414,50414,1,4,568,7,4,0
415,50415,1,132,375,13,375,10
416,50416,3,45,543,24,540,14
417,50417,4,139,411,131,430,88
418,50418,2,151,356,94,356,57
419,50419,3,160,375,125,374,81
420,50420,4,78,449,73,465,43
421,50421,4,123,399,111,428,80
422,50422,5,148,84,147,68,116
423,50423,4,112,451,91,462,66
424,50424,1,45,514,1,515,1
425,50425,2,161,360,64,358,36
426,50426,2,109,428,31,427,24
427,50427,4,57,534,35,507,28
428,50428,5,130,75,122,70,84
429,50429,5,132,83,124,55,101
430,50430,1,3,560,49,617,0
431,50431,2,153,376,67,376,41
432,50432,3,68,499,34,506,21
433,50433,3,135,409,85,422,53
434,50434,1,143,374,12,371,9
435,50435,4,6,574,7,6,0
436,50436,5,157,86,144,76,95
437,50437,4,111,416,101,431,71
438,50438,5,4,489,3,4,0
439,50439,5,72,49,66,45,40
440,50440,4,18,574,4,596,4
441,50441,4,135,408,124,422,82
442,50442,5,101,80,106,56,63
443,50443,5,12,320,3,12,0
444,50444,2,108,409,37,414,26
445,50445,5,16,160,2,16,2
446,50446,5,23,350,25,356,14
447,50447,2,145,392,56,396,38
448,50448,5,148,89,140,78,98
449,50449,4,136,393,131,412,86
450,50450,3,4,574,4,4,0
451,50451,2,151,364,63,364,46
452,50452,4,148,398,141,408,83
453,50453,2,106,429,39,434,24
454,50454,3,166,356,151,372,85
455,50455,1,25,566,0,571,0
456,50456,5,156,82,133,77,105
457,50457,4,155,405,158,416,97
458,50458,3,161,375,138,386,83
459,50459,4,133,392,134,423,80
460,50460,4,107,435,103,454,59
461,50461,4,53,494,40,524,31
462,50462,3,148,389,110,393,73
463,50463,4,67,474,71,501,37
464,50464,3,128,401,118,424,69
465,50465,4,14,574,12,556,4
466,50466,3,34,552,5,529,4
467,50467,4,89,456,71,480,50
468,50468,4,87,460,86,477,50
469,50469,3,72,483,51,488,26
470,50470,3,53,510,38,510,23
471,50471,5,56,109,38,107,16
472,50472,5,14,419,34,425,6
473,50473,1,193,337,36,337,28
474,50474,1,8,574,3,604,0
475,50475,4,171,374,176,405,122
476,50476,1,48,532,0,534,0
477,50477,3,165,383,126,381,79
478,50478,2,6,104,0,6,0
479,50479,5,17,265,9,272,2
480,50480,1,101,425,9,422,5
481,50481,2,200,338,93,336,65
482,50482,3,136,394,107,394,60
483,50483,2,123,401,42,409,26
484,50484,2,4,88,0,4,0
485,50485,4,116,432,109,460,77
486,50486,4,185,389,145,400,107
487,50487,5,12,202,21,13,5
488,50488,3,134,387,91,399,58
489,50489,2,32,342,7,346,4
490,50490,3,142,401,124,411,57
491,50491,4,46,521,34,534,21
492,50492,5,94,61,76,49,53
493,50493,1,159,365,19,362,13
494,50494,5,99,53,76,54,58
495,50495,4,65,482,59,488,30
496,50496,1,14,574,0,599,0
497,50497,1,7,574,7,608,0
498,50498,4,60,491,41,502,26
499,50499,2,31,313,5,309,2
500,50500,1,153,380,22,371,12
501,50501,1,151,374,16,374,12
502,50502,2,122,401,42,396,20
503,50503,1,140,393,18,394,9
504,50504,1,56,486,3,478,1
505,50505,1,38,550,0,559,0
506,50506,4,164,388,146,412,96
507,50507,3,175,379,100,380,72
508,50508,3,146,411,74,407,49
509,50509,4,97,432,88,445,52
510,50510,4,45,520,43,543,22
511,50511,5,37,107,23,93,13
512,50512,1,157,353,16,355,13
513,50513,5,128,76,128,73,72
514,50514,4,114,435,112,463,68
515,50515,5,12,371,18,374,6
516,50516,2,138,391,65,387,35
517,50517,3,35,556,12,529,5
518,50518,3,169,364,146,375,91
519,50519,2,120,410,49,407,31
520,50520,4,105,439,91,459,65
521,50521,4,15,574,10,575,7
522,50522,5,106,72,110,51,76
523,50523,2,8,205,2,214,0
524,50524,2,140,389,63,392,41
525,50525,2,16,184,0,196,0
526,50526,3,139,384,104,385,64
527,50527,1,67,455,1,458,1
528,50528,2,139,368,58,369,42
529,50529,2,125,392,45,385,23
530,50530,3,143,393,104,382,60
531,50531,2,140,382,56,379,31
532,50532,5,48,49,34,40,21
533,50533,4,164,373,148,396,96
534,50534,3,48,527,34,525,16
535,50535,2,46,428,9,427,7
536,50536,5,49,132,43,132,21
537,50537,4,138,400,130,434,87
538,50538,3,90,454,61,446,29
539,50539,4,164,387,156,413,112
540,50540,3,70,499,48,486,35
541,50541,3,117,406,66,406,57
542,50542,4,145,406,126,435,82
543,50543,2,7,187,0,7,0
544,50544,3,7,574,0,610,0
545,50545,3,23,574,10,560,6
546,50546,3,54,523,28,521,11
547,50547,1,39,535,2,536,1
548,50548,5,104,64,104,57,61
549,50549,4,6,574,8,6,0
550,50550,3,167,376,128,369,73
551,50551,5,37,63,18,60,11
552,50552,5,145,72,124,64,88
553,50553,1,147,357,18,353,14
554,50554,5,144,75,123,72,88
555,50555,5,127,68,109,62,80
556,50556,2,66,412,27,405,10
557,50557,1,11,574,2,11,0
558,50558,1,88,467,8,466,6
559,50559,3,3,574,10,617,0
560,50560,2,134,365,58,360,32
561,50561,4,6,574,8,6,0
562,50562,5,166,92,166,82,120
563,50563,4,96,442,95,458,55
564,50564,2,158,349,82,346,60
565,50565,5,140,80,124,63,83
566,50566,3,84,465,58,467,29
567,50567,2,10,199,0,10,0
568,50568,3,139,395,116,404,68
569,50569,3,103,450,48,447,37
570,50570,4,44,528,30,535,12
571,50571,4,67,478,54,500,36
572,50572,2,128,388,45,387,27
573,50573,4,129,412,130,431,79
574,50574,2,10,208,0,10,0
575,50575,5,130,69,120,70,79
576,50576,5,119,72,109,63,80
577,50577,2,95,456,29,453,15
578,50578,5,134,82,112,66,94
579,50579,5,101,65,85,56,63
580,50580,4,50,520,40,529,24
581,50581,4,14,574,11,14,0
582,50582,1,14,574,2,594,0
583,50583,2,147,390,66,391,38
584,50584,1,147,382,16,379,10
585,50585,2,177,357,70,351,48
586,50586,3,151,387,117,387,67
587,50587,2,65,499,9,486,5
588,50588,4,128,419,124,439,71
589,50589,1,107,411,10,411,8
590,50590,4,25,554,22,558,5
591,50591,3,155,381,113,381,74
592,50592,3,129,401,86,399,61
593,50593,2,99,457,26,458,13
594,50594,4,68,492,54,496,33
595,50595,4,104,429,102,467,63
596,50596,3,136,391,101,397,62
597,50597,2,108,424,36,423,19
598,50598,3,84,465,51,463,27
599,50599,3,30,559,8,561,8
600,50600,1,135,385,8,383,7
601,50601,3,44,515,30,511,9
602,50602,4,33,559,29,559,20
603,50603,5,5,468,3,5,0
604,50604,4,168,388,151,399,99
605,50605,2,29,394,7,385,4
606,50606,5,3,484,3,521,2
607,50607,4,110,417,131,439,76
608,50608,5,81,60,77,52,44
609,50609,1,98,427,7,430,7
610,50610,4,15,574,25,589,8
611,50611,3,129,405,98,409,67
612,50612,3,156,378,124,384,80
613,50613,1,87,450,7,451,6
614,50614,4,4,574,0,4,0
615,50615,1,77,479,5,476,4
616,50616,3,3,574,10,617,0
617,50617,2,78,470,22,468,14
618,50618,4,140,398,125,433,92
619,50619,2,57,482,15,482,12
620,50620,2,175,361,80,368,41
621,50621,2,167,349,87,347,53
622,50622,2,88,442,24,436,11
623,50623,2,69,477,17,471,10
624,50624,5,110,78,102,66,72
625,50625,5,24,113,11,112,8
626,50626,4,161,387,169,407,103
627,50627,3,6,574,3,6,0
628,50628,5,80,49,87,43,54
629,50629,3,6,574,0,6,0
630,50630,1,4,572,5,4,0
631,50631,2,149,366,61,366,38
632,50632,2,13,131,1,130,0
633,50633,5,38,121,28,116,10
634,50634,3,133,409,111,416,64
635,50635,3,20,574,0,587,0
636,50636,2,67,429,25,425,15
637,50637,2,132,377,39,373,21
638,50638,1,160,365,15,364,13
639,50639,4,168,391,152,402,86
640,50640,4,124,423,113,438,72
641,50641,2,122,395,59,400,28
642,50642,4,130,404,125,433,83
643,50643,3,3,574,0,617,0
644,50644,3,6,574,0,6,0
645,50645,2,45,348,11,339,6
646,50646,1,22,571,0,577,0
647,50647,3,2,574,5,617,1
648,50648,3,18,574,3,544,2
649,50649,2,3,85,0,3,0
650,50650,3,36,564,7,569,4
651,50651,3,122,382,102,395,53
652,50652,4,6,573,4,6,0
653,50653,3,91,479,43,478,25
654,50654,1,5,574,5,612,0
655,50655,1,46,525,0,532,0
656,50656,1,106,421,9,414,5
657,50657,3,22,572,2,583,2
658,50658,2,82,451,15,433,10
659,50659,2,91,431,25,429,21
660,50660,3,116,428,70,432,43
661,50661,5,113,61,117,60,82
662,50662,3,58,509,34,504,15
663,50663,3,13,574,0,13,0
664,50664,3,4,574,4,4,0
665,50665,3,63,510,26,512,11
666,50666,2,3,87,0,3,0
667,50667,3,108,430,70,435,41
668,50668,4,10,574,0,10,0
669,50669,3,114,426,105,429,54
670,50670,3,29,560,6,550,5
671,50671,5,60,84,49,80,35
672,50672,1,24,559,0,563,0
673,50673,3,13,574,4,594,2
674,50674,2,128,384,73,387,48
675,50675,3,6,574,3,6,0
676,50676,5,98,64,83,58,60
677,50677,1,38,531,1,534,1
678,50678,5,121,65,106,52,89
679,50679,5,14,419,24,440,6
680,50680,5,4,489,3,4,0
681,50681,1,58,505,4,511,1
682,50682,5,103,78,93,71,62
683,50683,1,155,369,21,366,12
684,50684,2,18,382,2,375,1
685,50685,5,140,82,145,65,93
686,50686,1,3,574,23,617,0
687,50687,3,25,574,8,559,3
688,50688,5,30,55,22,61,16
689,50689,1,84,436,5,423,2
690,50690,5,25,134,18,145,11
691,50691,3,121,434,93,433,49
692,50692,2,87,426,30,424,18
693,50693,3,39,538,10,536,8
694,50694,2,132,375,57,380,36
695,50695,1,84,455,1,458,0
696,50696,3,40,542,9,540,5
697,50697,1,162,356,27,361,20
698,50698,4,110,422,104,446,63
699,50699,2,55,418,7,416,4
700,50700,4,60,484,56,517,34
701,50701,1,3,573,5,615,0
702,50702,4,116,431,104,454,76
703,50703,2,131,391,50,385,34
704,50704,5,16,270,45,266,11
705,50705,3,126,434,81,432,55
706,50706,4,137,396,156,428,89
707,50707,3,14,574,2,580,0
708,50708,4,153,373,163,393,97
709,50709,5,111,68,103,62,75
710,50710,4,114,424,106,444,73
711,50711,1,162,363,28,363,18
712,50712,4,73,491,67,503,35
713,50713,5,83,62,76,54,54
714,50714,3,167,374,161,389,92
715,50715,5,86,57,65,43,49
716,50716,3,52,534,16,509,7
717,50717,3,98,448,47,449,26
718,50718,4,3,574,8,3,0
719,50719,1,116,420,10,419,7
720,50720,4,155,397,139,412,94
721,50721,5,29,314,31,318,16
722,50722,3,24,570,6,576,5
723,50723,3,154,382,122,390,69
724,50724,3,133,397,95,390,59
725,50725,3,35,552,15,546,7
726,50726,5,4,489,3,4,0
727,50727,4,114,431,113,460,73
728,50728,1,139,379,18,381,9
729,50729,1,166,345,25,347,20
730,50730,1,6,574,6,609,0
731,50731,1,31,549,0,551,0
732,50732,1,103,416,4,415,1
733,50733,4,132,414,118,436,75
734,50734,1,3,570,25,617,0
735,50735,4,184,368,162,379,122
736,50736,2,135,395,73,400,35
737,50737,5,174,87,166,77,128
738,50738,4,124,410,111,441,83
739,50739,1,71,469,4,460,2
740,50740,2,94,462,20,463,11
741,50741,5,49,49,56,34,14
742,50742,4,23,554,11,542,6
743,50743,2,165,372,74,365,50
744,50744,1,140,392,16,396,15
745,50745,1,4,568,6,4,0
746,50746,2,108,401,39,402,23
747,50747,5,100,65,97,57,68
748,50748,1,33,558,2,557,0
749,50749,4,113,428,82,438,51
750,50750,1,44,544,1,547,1
751,50751,4,92,444,89,474,54
752,50752,2,94,454,35,445,17
753,50753,4,122,423,115,435,76
754,50754,1,23,566,0,570,0
755,50755,5,104,68,80,68,55
756,50756,3,164,383,123,396,86
757,50757,4,118,412,106,443,77
758,50758,1,166,337,28,338,26
759,50759,4,110,435,107,456,63
760,50760,1,139,362,13,367,12
761,50761,2,6,104,0,6,0
762,50762,5,113,62,82,69,64
763,50763,3,114,423,77,430,48
764,50764,5,127,72,117,62,82
765,50765,3,150,396,116,389,63
766,50766,4,156,393,136,413,95
767,50767,1,138,366,19,369,12
768,50768,5,132,82,136,79,88
769,50769,3,184,382,140,388,83
770,50770,2,156,361,74,359,56
771,50771,5,167,85,141,83,110
772,50772,1,124,403,15,406,10
773,50773,4,103,436,104,456,71
774,50774,4,118,407,114,438,64
775,50775,5,122,70,109,68,79
776,50776,1,134,366,20,372,14
777,50777,1,3,572,23,617,0
778,50778,5,128,80,138,66,82
779,50779,2,139,405,44,403,31
780,50780,3,165,373,119,371,62
781,50781,4,134,409,132,429,84
782,50782,5,117,63,96,66,68
783,50783,2,166,359,74,364,56
784,50784,4,5,574,12,617,3
785,50785,3,54,518,26,515,17
786,50786,1,29,556,0,564,0
787,50787,2,4,88,0,4,0
788,50788,4,95,463,72,488,49
789,50789,4,4,574,0,4,0
790,50790,5,50,49,38,35,25
791,50791,3,128,393,94,402,63
792,50792,4,102,445,94,462,57
793,50793,1,92,455,8,450,5
794,50794,5,103,75,83,58,60
795,50795,4,58,511,39,513,21
796,50796,2,90,459,29,447,12
797,50797,2,92,435,39,439,12
798,50798,2,152,355,74,352,46
799,50799,4,69,482,28,484,8
800,50800,5,177,90,179,93,98
801,50801,3,69,477,53,474,19
802,50802,1,127,404,8,403,7
803,50803,3,31,557,9,556,8
804,50804,2,58,474,12,453,9
805,50805,2,97,431,42,432,22
806,50806,5,163,79,131,76,93
807,50807,1,66,492,2,493,1
808,50808,4,16,574,11,598,2
809,50809,3,11,574,0,11,0
810,50810,1,143,370,12,369,10
811,50811,1,155,355,20,358,17
812,50812,2,154,378,53,371,38
813,50813,2,151,365,67,362,35
814,50814,5,27,186,45,193,4
815,50815,1,3,560,49,617,0
816,50816,4,65,484,36,488,26
817,50817,2,176,357,62,352,45
818,50818,2,16,362,0,369,0
819,50819,4,152,378,175,410,93
820,50820,5,169,85,162,78,100
