,count,cnn_hits,ga_hits,cnn_fails,ga_fails,cnn_accuracy,ga_accuracy
1,10090,1270,2840,116038,77674,0.9815995242814668,0.9876830128840436
2,10044,1586,1778,347806,214877,0.944594822779769,0.9657702907208283
3,9965,622,1103,627791,383105,0.8992006422478676,0.9384879076768691
4,9869,425,1059,810301,504900,0.868630904853582,0.9181436822373088
5,10032,116,807,820680,550316,0.8691100478468899,0.9122303030303031
